event_id,player_id,controller_id,controller_serial,event_date,primary_issue,issue_confidence,right_stick_drift_score,left_stick_drift_score,disconnect_frequency_score,battery_health_percent,session_hours_l30d,firmware_version,platform_version
TEL-005583,PLAYER317,CTRL-0358,ZCT2E-V4026182,2024-04-16,RIGHT_STICK_MODULE,MEDIUM,0.52,0.43,0.21,66,58.8,3.02,1.06
TEL-005584,PLAYER034,CTRL-0037,ZCT1W-C5307726,2024-05-23,DISCONNECT_FIRMWARE,MEDIUM,0.32,0.20,0.68,92,72.4,3.00,1.06
TEL-005585,PLAYER096,CTRL-0106,ZCT2E-H5629621,2024-05-20,NONE,LOW,0.10,0.00,0.04,66,36.6,3.02,1.06
TEL-005586,PLAYER808,CTRL-0923,ZCT2E-M5039461,2024-05-29,RIGHT_STICK_MODULE,MEDIUM,0.73,0.58,0.16,71,96.6,3.02,1.06
TEL-005587,PLAYER694,CTRL-0790,ZCT2E-T3984802,2024-05-13,NONE,LOW,0.09,0.00,0.03,77,31.1,3.02,1.06
TEL-005588,PLAYER855,CTRL-0977,ZCT1W-U9245415,2024-05-04,DISCONNECT_FIRMWARE,MEDIUM,0.12,0.04,0.87,65,59.1,2.98,1.06
TEL-005589,PLAYER687,CTRL-0781,ZCT2E-J7016123,2024-05-29,RIGHT_STICK_MODULE,MEDIUM,0.69,0.60,0.08,85,49.0,3.02,1.06
TEL-005590,PLAYER088,CTRL-0096,ZCT1W-J4224201,2024-04-23,NONE,LOW,0.20,0.03,0.10,90,74.4,3.02,1.06
TEL-005591,PLAYER023,CTRL-0025,ZCT2E-U8278315,2024-04-08,NONE,LOW,0.05,0.00,0.03,67,82.3,3.02,1.06
TEL-005592,PLAYER899,CTRL-1030,ZCT2E-B6416901,2024-04-21,RIGHT_STICK_DRIFT,HIGH,0.79,0.72,0.15,77,54.6,3.02,1.06
TEL-005593,PLAYER749,CTRL-0856,ZCT2E-F2402709,2024-05-08,NONE,LOW,0.12,0.00,0.08,89,34.4,3.02,1.06
TEL-005594,PLAYER851,CTRL-0973,ZCT1W-B4674225,2024-05-02,RIGHT_STICK_DRIFT,HIGH,0.87,0.81,0.11,72,115.6,3.02,1.06
TEL-005595,PLAYER581,CTRL-0658,ZCT1W-G7099530,2024-05-22,RIGHT_STICK_DRIFT,MEDIUM,0.86,0.79,0.10,86,107.1,3.02,1.06
TEL-005596,PLAYER544,CTRL-0616,ZCT2E-T6793159,2024-06-05,RIGHT_STICK_DRIFT,MEDIUM,0.87,0.81,0.10,80,95.6,3.02,1.06
TEL-005597,PLAYER003,CTRL-003,ZCT1W-8I9J0K1L,2024-04-19,DISCONNECT_FIRMWARE,MEDIUM,0.16,0.11,0.71,89,19.0,2.98,1.06
TEL-005598,PLAYER185,CTRL-0208,ZCT1W-C8189612,2024-05-16,NONE,LOW,0.05,0.00,0.12,91,41.3,3.02,1.06
TEL-005599,PLAYER107,CTRL-0119,ZCT2E-H5972157,2024-05-17,DISCONNECT_FIRMWARE,MEDIUM,0.34,0.24,0.90,65,36.0,3.00,1.06
TEL-005600,PLAYER668,CTRL-0756,ZCT1W-T8113803,2024-05-12,RIGHT_STICK_MODULE,MEDIUM,0.65,0.55,0.17,77,86.5,3.02,1.06
TEL-005601,PLAYER837,CTRL-0957,ZCT2E-P1183106,2024-06-06,DISCONNECT_FIRMWARE,MEDIUM,0.16,0.08,0.64,74,13.1,2.98,1.06
TEL-005602,PLAYER149,CTRL-0168,ZCT2E-T5329433,2024-05-19,NONE,LOW,0.06,0.00,0.10,66,18.0,3.02,1.06
TEL-005603,PLAYER048,CTRL-0053,ZCT1W-D7327627,2024-06-08,BATTERY_DEGRADATION,MEDIUM,0.23,0.06,0.20,58,19.0,3.02,1.06
TEL-005604,PLAYER200,CTRL-0224,ZCT2E-S1547533,2024-06-05,RIGHT_STICK_MODULE,MEDIUM,0.49,0.35,0.09,72,27.5,3.02,1.06
TEL-005605,PLAYER046,CTRL-0051,ZCT1W-X7824657,2024-04-25,NONE,LOW,0.09,0.02,0.13,84,81.3,3.02,1.06
TEL-005606,PLAYER831,CTRL-0949,ZCT1W-L9572494,2024-06-05,RIGHT_STICK_DRIFT,HIGH,0.85,0.79,0.11,87,115.5,3.02,1.06
TEL-005607,PLAYER270,CTRL-0306,ZCT2E-P6604498,2024-05-04,RIGHT_STICK_DRIFT,MEDIUM,0.61,0.52,0.15,68,31.7,3.02,1.06
TEL-005608,PLAYER127,CTRL-0141,ZCT2E-D9582257,2024-06-03,DISCONNECT_FIRMWARE,MEDIUM,0.19,0.00,0.71,83,31.4,3.01,1.06
TEL-005609,PLAYER659,CTRL-0745,ZCT2E-T8379676,2024-04-28,NONE,LOW,0.09,0.00,0.05,75,79.2,3.02,1.06
TEL-005610,PLAYER619,CTRL-0698,ZCT2E-A8335114,2024-04-23,BATTERY_DEGRADATION,MEDIUM,0.19,0.10,0.08,69,14.1,3.02,1.06
TEL-005611,PLAYER436,CTRL-0492,ZCT2E-L8132878,2024-06-10,NONE,LOW,0.05,0.00,0.05,82,40.9,3.02,1.06
TEL-005612,PLAYER728,CTRL-0829,ZCT1W-L5130922,2024-04-12,NONE,LOW,0.11,0.04,0.05,94,41.6,3.02,1.06
TEL-005613,PLAYER280,CTRL-0316,ZCT2E-W2810792,2024-05-24,NONE,LOW,0.17,0.11,0.13,92,50.8,3.02,1.06
TEL-005614,PLAYER349,CTRL-0394,ZCT2E-H8441397,2024-05-09,NONE,LOW,0.18,0.06,0.06,86,19.3,3.02,1.06
TEL-005615,PLAYER645,CTRL-0729,ZCT2E-B7325627,2024-04-10,RIGHT_STICK_MODULE,MEDIUM,0.61,0.49,0.05,83,66.3,3.02,1.06
TEL-005616,PLAYER602,CTRL-0681,ZCT2E-L8544846,2024-05-12,RIGHT_STICK_DRIFT,MEDIUM,0.72,0.53,0.14,84,46.5,3.02,1.06
TEL-005617,PLAYER865,CTRL-0989,ZCT2E-R5787252,2024-04-13,NONE,LOW,0.19,0.07,0.14,87,107.3,3.02,1.06
TEL-005618,PLAYER985,CTRL-1133,ZCT2E-E3385908,2024-05-23,RIGHT_STICK_DRIFT,MEDIUM,0.93,0.75,0.10,67,19.0,3.02,1.06
TEL-005619,PLAYER939,CTRL-1077,ZCT1W-E4038433,2024-05-08,NONE,LOW,0.08,0.01,0.15,76,37.3,3.02,1.06
TEL-005620,PLAYER880,CTRL-1005,ZCT2E-T3749697,2024-04-14,NONE,LOW,0.05,0.00,0.05,83,10.3,3.02,1.06
TEL-005621,PLAYER366,CTRL-0413,ZCT1W-M9056551,2024-06-01,RIGHT_STICK_DRIFT,MEDIUM,0.80,0.71,0.09,70,19.5,3.02,1.06
TEL-005622,PLAYER054,CTRL-0060,ZCT2E-H8016965,2024-05-12,NONE,LOW,0.10,0.00,0.12,84,101.4,3.02,1.06
TEL-005623,PLAYER521,CTRL-0590,ZCT1W-V8554276,2024-05-27,NONE,LOW,0.03,0.00,0.06,85,31.9,3.02,1.06
TEL-005624,PLAYER758,CTRL-0867,ZCT1W-U1980083,2024-05-30,DISCONNECT_FIRMWARE,MEDIUM,0.31,0.21,0.86,69,50.1,2.98,1.06
TEL-005625,PLAYER100,CTRL-0111,ZCT2E-M8524283,2024-05-25,NONE,LOW,0.17,0.00,0.08,91,72.4,3.02,1.06
TEL-005626,PLAYER473,CTRL-0535,ZCT2E-S1218011,2024-05-23,RIGHT_STICK_DRIFT,HIGH,0.72,0.52,0.08,90,29.6,3.02,1.06
TEL-005627,PLAYER385,CTRL-0434,ZCT2E-M2336977,2024-04-17,NONE,LOW,0.16,0.00,0.11,82,21.2,3.02,1.06
TEL-005628,PLAYER077,CTRL-0084,ZCT2E-G2856661,2024-05-05,RIGHT_STICK_MODULE,MEDIUM,0.61,0.42,0.14,95,110.5,3.02,1.06
TEL-005629,PLAYER049,CTRL-0054,ZCT1W-D3948283,2024-04-12,NONE,LOW,0.21,0.04,0.11,82,95.8,3.02,1.06
TEL-005630,PLAYER922,CTRL-1058,ZCT2E-W3638806,2024-04-20,NONE,LOW,0.19,0.06,0.11,94,110.7,3.02,1.06
TEL-005631,PLAYER747,CTRL-0853,ZCT2E-K5387228,2024-05-27,NONE,LOW,0.21,0.08,0.08,94,100.2,3.02,1.06
TEL-005632,PLAYER162,CTRL-0182,ZCT1W-K3704873,2024-06-02,RIGHT_STICK_MODULE,MEDIUM,0.55,0.46,0.17,93,15.4,3.02,1.06
TEL-005633,PLAYER328,CTRL-0369,ZCT1W-E1087850,2024-06-09,NONE,LOW,0.06,0.00,0.05,68,110.2,3.02,1.06
TEL-005634,PLAYER101,CTRL-0112,ZCT2E-C9100385,2024-05-24,NONE,LOW,0.09,0.00,0.15,77,77.6,3.02,1.06
TEL-005635,PLAYER931,CTRL-1068,ZCT1W-K4187101,2024-05-11,NONE,LOW,0.12,0.00,0.04,73,43.5,3.02,1.06
TEL-005636,PLAYER391,CTRL-0440,ZCT2E-A3797952,2024-06-09,NONE,LOW,0.06,0.00,0.06,68,110.3,3.02,1.06
TEL-005637,PLAYER421,CTRL-0476,ZCT1W-R9206984,2024-05-25,DISCONNECT_FIRMWARE,MEDIUM,0.21,0.03,0.71,66,28.4,2.98,1.06
TEL-005638,PLAYER408,CTRL-0461,ZCT1W-M2326525,2024-04-12,RIGHT_STICK_DRIFT,MEDIUM,0.66,0.55,0.05,82,109.4,3.02,1.06
TEL-005639,PLAYER718,CTRL-0817,ZCT2E-G4802391,2024-04-15,RIGHT_STICK_MODULE,MEDIUM,0.70,0.58,0.15,75,48.8,3.02,1.06
TEL-005640,PLAYER641,CTRL-0725,ZCT1W-X4046988,2024-04-14,BATTERY_DEGRADATION,MEDIUM,0.20,0.14,0.21,82,108.7,3.02,1.06
TEL-005641,PLAYER681,CTRL-0772,ZCT2E-J9519865,2024-04-19,RIGHT_STICK_MODULE,MEDIUM,0.54,0.43,0.13,74,33.4,3.02,1.06
TEL-005642,PLAYER887,CTRL-1013,ZCT1W-S2741731,2024-06-08,NONE,LOW,0.17,0.09,0.01,89,18.1,3.02,1.06
TEL-005643,PLAYER031,CTRL-0033,ZCT2E-A7606809,2024-04-13,NONE,LOW,0.04,0.00,0.13,77,38.9,3.02,1.06
TEL-005644,PLAYER189,CTRL-0212,ZCT2E-A3525076,2024-05-03,DISCONNECT_FIRMWARE,MEDIUM,0.33,0.24,0.75,95,66.9,3.00,1.06
TEL-005645,PLAYER652,CTRL-0736,ZCT1W-S3177810,2024-05-29,BATTERY_DEGRADATION,MEDIUM,0.18,0.06,0.14,84,18.1,3.02,1.06
TEL-005646,PLAYER877,CTRL-1001,ZCT2E-R4400718,2024-04-16,DISCONNECT_FIRMWARE,MEDIUM,0.05,0.00,0.80,76,46.5,3.00,1.06
TEL-005647,PLAYER406,CTRL-0459,ZCT2E-K2839032,2024-05-04,NONE,LOW,0.12,0.05,0.14,75,70.0,3.02,1.06
TEL-005648,PLAYER135,CTRL-0152,ZCT1W-L3139694,2024-04-15,NONE,LOW,0.03,0.00,0.13,94,26.9,3.02,1.06
TEL-005649,PLAYER322,CTRL-0363,ZCT2E-P2079947,2024-04-10,BATTERY_DEGRADATION,MEDIUM,0.37,0.30,0.07,71,96.7,3.02,1.06
TEL-005650,PLAYER700,CTRL-0797,ZCT2E-Q7954589,2024-05-28,NONE,LOW,0.22,0.07,0.03,76,93.0,3.02,1.06
TEL-005651,PLAYER970,CTRL-1115,ZCT2E-W9718383,2024-06-07,NONE,LOW,0.09,0.02,0.03,81,64.1,3.02,1.06
TEL-005652,PLAYER317,CTRL-0358,ZCT2E-V4026182,2024-04-19,RIGHT_STICK_MODULE,MEDIUM,0.60,0.40,0.20,80,94.2,3.02,1.06
TEL-005653,PLAYER270,CTRL-0305,ZCT1W-L8637262,2024-04-17,RIGHT_STICK_DRIFT,MEDIUM,0.94,0.79,0.14,92,118.1,3.02,1.06
TEL-005654,PLAYER847,CTRL-0969,ZCT2E-L2167300,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.67,0.61,0.11,78,117.0,3.02,1.06
TEL-005655,PLAYER900,CTRL-1032,ZCT2E-C9423380,2024-04-17,DISCONNECT_FIRMWARE,MEDIUM,0.24,0.09,0.62,86,22.2,2.98,1.06
TEL-005656,PLAYER558,CTRL-0632,ZCT2E-G6414413,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.71,0.66,0.14,79,105.8,3.02,1.06
TEL-005657,PLAYER384,CTRL-0433,ZCT2E-L2936374,2024-05-03,NONE,LOW,0.20,0.07,0.09,66,103.7,3.02,1.06
TEL-005658,PLAYER917,CTRL-1053,ZCT1W-U3763756,2024-04-28,RIGHT_STICK_MODULE,MEDIUM,0.66,0.47,0.22,82,91.9,3.02,1.06
TEL-005659,PLAYER890,CTRL-1017,ZCT1W-A9464291,2024-04-15,NONE,LOW,0.09,0.00,0.07,74,109.9,3.02,1.06
TEL-005660,PLAYER702,CTRL-0799,ZCT2E-M5421758,2024-05-04,NONE,LOW,0.18,0.09,0.05,73,56.6,3.02,1.06
TEL-005661,PLAYER614,CTRL-0693,ZCT2E-A3356654,2024-04-23,NONE,LOW,0.08,0.02,0.02,89,22.2,3.02,1.06
TEL-005662,PLAYER301,CTRL-0339,ZCT2E-B2420343,2024-04-17,RIGHT_STICK_DRIFT,MEDIUM,0.94,0.84,0.14,88,47.8,3.02,1.06
TEL-005663,PLAYER964,CTRL-1108,ZCT1W-H1146741,2024-04-17,RIGHT_STICK_DRIFT,HIGH,0.66,0.55,0.10,81,69.9,3.02,1.06
TEL-005664,PLAYER314,CTRL-0355,ZCT2E-S7553588,2024-05-07,NONE,LOW,0.06,0.00,0.14,73,73.6,3.02,1.06
TEL-005665,PLAYER301,CTRL-0339,ZCT2E-B2420343,2024-04-30,RIGHT_STICK_DRIFT,HIGH,0.71,0.61,0.07,66,17.0,3.02,1.06
TEL-005666,PLAYER723,CTRL-0824,ZCT2E-U3968364,2024-04-21,RIGHT_STICK_DRIFT,MEDIUM,0.62,0.42,0.17,85,101.0,3.02,1.06
TEL-005667,PLAYER503,CTRL-0570,ZCT2E-B2516637,2024-06-07,RIGHT_STICK_MODULE,MEDIUM,0.47,0.41,0.15,68,16.8,3.02,1.06
TEL-005668,PLAYER329,CTRL-0370,ZCT1W-L4108891,2024-05-06,RIGHT_STICK_DRIFT,HIGH,0.75,0.60,0.10,86,119.1,3.02,1.06
TEL-005669,PLAYER678,CTRL-0767,ZCT1W-L5565127,2024-04-23,DISCONNECT_FIRMWARE,MEDIUM,0.35,0.19,0.65,71,15.5,2.98,1.06
TEL-005670,PLAYER615,CTRL-0694,ZCT2E-M8479960,2024-05-11,NONE,LOW,0.19,0.08,0.07,81,115.3,3.02,1.06
TEL-005671,PLAYER673,CTRL-0761,ZCT1W-N3675009,2024-04-17,NONE,LOW,0.11,0.00,0.14,89,45.6,3.02,1.06
TEL-005672,PLAYER170,CTRL-0191,ZCT2E-J8416290,2024-06-03,NONE,LOW,0.06,0.00,0.09,67,32.3,3.02,1.06
TEL-005673,PLAYER098,CTRL-0109,ZCT2E-G9951610,2024-04-22,RIGHT_STICK_MODULE,MEDIUM,0.59,0.40,0.07,93,25.9,3.02,1.06
TEL-005674,PLAYER315,CTRL-0356,ZCT1W-M6692359,2024-04-24,NONE,LOW,0.15,0.00,0.15,74,30.4,3.02,1.06
TEL-005675,PLAYER180,CTRL-0203,ZCT1W-L1525516,2024-05-29,BATTERY_DEGRADATION,MEDIUM,0.31,0.20,0.13,86,106.4,3.02,1.06
TEL-005676,PLAYER179,CTRL-0202,ZCT2E-Q1642271,2024-04-09,NONE,LOW,0.18,0.13,0.05,81,89.4,3.02,1.06
TEL-005677,PLAYER925,CTRL-1061,ZCT2E-W6729127,2024-04-09,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.20,0.72,95,60.2,2.98,1.06
TEL-005678,PLAYER716,CTRL-0815,ZCT2E-E6759540,2024-04-21,NONE,LOW,0.16,0.00,0.09,84,74.2,3.02,1.06
TEL-005679,PLAYER763,CTRL-0873,ZCT1W-M1351266,2024-05-20,NONE,LOW,0.17,0.09,0.11,68,107.1,3.02,1.06
TEL-005680,PLAYER041,CTRL-0046,ZCT2E-C5264422,2024-06-05,RIGHT_STICK_MODULE,MEDIUM,0.61,0.49,0.07,73,73.5,3.02,1.06
TEL-005681,PLAYER221,CTRL-0247,ZCT1W-F1527651,2024-06-01,RIGHT_STICK_DRIFT,HIGH,0.90,0.78,0.04,67,72.4,3.02,1.06
TEL-005682,PLAYER770,CTRL-0881,ZCT2E-B4345540,2024-06-02,NONE,LOW,0.12,0.00,0.13,69,55.7,3.02,1.06
TEL-005683,PLAYER324,CTRL-0365,ZCT1W-L2806251,2024-04-10,BATTERY_DEGRADATION,MEDIUM,0.16,0.00,0.19,67,81.3,3.02,1.06
TEL-005684,PLAYER663,CTRL-0750,ZCT2E-E6832167,2024-06-06,NONE,LOW,0.15,0.09,0.12,92,114.2,3.02,1.06
TEL-005685,PLAYER521,CTRL-0591,ZCT2E-T7121365,2024-04-18,NONE,LOW,0.16,0.05,0.14,89,70.4,3.02,1.06
TEL-005686,PLAYER164,CTRL-0184,ZCT1W-X3363282,2024-04-21,RIGHT_STICK_DRIFT,MEDIUM,0.79,0.68,0.14,89,102.9,3.02,1.06
TEL-005687,PLAYER954,CTRL-1096,ZCT1W-N6791229,2024-06-09,NONE,LOW,0.07,0.01,0.08,89,21.1,3.02,1.06
TEL-005688,PLAYER458,CTRL-0517,ZCT2E-V3624846,2024-05-29,RIGHT_STICK_DRIFT,HIGH,0.90,0.75,0.11,87,50.6,3.02,1.06
TEL-005689,PLAYER573,CTRL-0649,ZCT1W-E5904531,2024-05-15,NONE,LOW,0.03,0.00,0.04,95,93.2,3.02,1.06
TEL-005690,PLAYER520,CTRL-0589,ZCT1W-K8130001,2024-05-01,RIGHT_STICK_MODULE,MEDIUM,0.66,0.51,0.16,89,50.9,3.02,1.06
TEL-005691,PLAYER624,CTRL-0705,ZCT2E-A1143242,2024-06-06,RIGHT_STICK_DRIFT,HIGH,0.63,0.51,0.07,66,55.3,3.02,1.06
TEL-005692,PLAYER529,CTRL-0599,ZCT1W-C9975562,2024-05-22,RIGHT_STICK_MODULE,MEDIUM,0.47,0.31,0.08,92,113.5,3.02,1.06
TEL-005693,PLAYER316,CTRL-0357,ZCT2E-N2144375,2024-05-06,NONE,LOW,0.13,0.00,0.07,84,115.1,3.02,1.06
TEL-005694,PLAYER084,CTRL-0091,ZCT1W-P9056301,2024-05-03,NONE,LOW,0.13,0.00,0.14,77,100.3,3.02,1.06
TEL-005695,PLAYER498,CTRL-0564,ZCT1W-A8365343,2024-04-08,NONE,LOW,0.14,0.00,0.13,88,55.3,3.02,1.06
TEL-005696,PLAYER292,CTRL-0329,ZCT2E-K6213281,2024-04-27,RIGHT_STICK_DRIFT,HIGH,0.72,0.64,0.19,78,21.3,3.02,1.06
TEL-005697,PLAYER011,CTRL-0012,ZCT1W-J9024252,2024-05-24,NONE,LOW,0.07,0.00,0.11,90,97.3,3.02,1.06
TEL-005698,PLAYER076,CTRL-0083,ZCT2E-F3346703,2024-06-02,RIGHT_STICK_DRIFT,HIGH,0.74,0.56,0.09,85,48.7,3.02,1.06
TEL-005699,PLAYER893,CTRL-1020,ZCT1W-A5962433,2024-05-05,RIGHT_STICK_DRIFT,HIGH,0.94,0.79,0.07,80,36.6,3.02,1.06
TEL-005700,PLAYER113,CTRL-0125,ZCT1W-M4678901,2024-05-04,RIGHT_STICK_DRIFT,MEDIUM,0.60,0.47,0.10,81,103.8,3.02,1.06
TEL-005701,PLAYER096,CTRL-0106,ZCT2E-H5629621,2024-05-13,NONE,LOW,0.21,0.09,0.11,83,23.2,3.02,1.06
TEL-005702,PLAYER153,CTRL-0173,ZCT2E-W8117262,2024-04-16,BATTERY_DEGRADATION,MEDIUM,0.23,0.03,0.29,71,77.0,3.02,1.06
TEL-005703,PLAYER054,CTRL-0060,ZCT2E-H8016965,2024-04-12,NONE,LOW,0.08,0.01,0.14,70,89.7,3.02,1.06
TEL-005704,PLAYER959,CTRL-1102,ZCT2E-Q3500297,2024-04-29,RIGHT_STICK_MODULE,MEDIUM,0.75,0.61,0.17,92,62.7,3.02,1.06
TEL-005705,PLAYER1000,CTRL-1150,ZCT2E-R1513307,2024-06-03,RIGHT_STICK_MODULE,MEDIUM,0.59,0.50,0.22,70,91.4,3.02,1.06
TEL-005706,PLAYER314,CTRL-0355,ZCT2E-S7553588,2024-05-12,NONE,LOW,0.08,0.00,0.02,69,72.2,3.02,1.06
TEL-005707,PLAYER259,CTRL-0293,ZCT2E-A8989988,2024-04-20,BATTERY_DEGRADATION,MEDIUM,0.11,0.00,0.10,80,37.6,3.02,1.06
TEL-005708,PLAYER067,CTRL-0073,ZCT1W-T2977453,2024-04-12,NONE,LOW,0.14,0.04,0.15,89,90.2,3.02,1.06
TEL-005709,PLAYER268,CTRL-0302,ZCT2E-R4451163,2024-06-10,NONE,LOW,0.03,0.00,0.09,86,65.6,3.02,1.06
TEL-005710,PLAYER224,CTRL-0250,ZCT1W-G7121849,2024-04-15,NONE,LOW,0.08,0.02,0.05,79,41.8,3.02,1.06
TEL-005711,PLAYER965,CTRL-1109,ZCT2E-S1347589,2024-05-05,RIGHT_STICK_DRIFT,HIGH,0.91,0.81,0.19,89,96.6,3.02,1.06
TEL-005712,PLAYER242,CTRL-0271,ZCT1W-L1273003,2024-06-10,RIGHT_STICK_DRIFT,HIGH,0.82,0.70,0.15,96,18.8,3.02,1.06
TEL-005713,PLAYER885,CTRL-1011,ZCT2E-T3674757,2024-05-13,DISCONNECT_FIRMWARE,MEDIUM,0.20,0.09,0.76,79,69.2,3.00,1.06
TEL-005714,PLAYER284,CTRL-0320,ZCT2E-K2848691,2024-04-29,RIGHT_STICK_DRIFT,HIGH,0.67,0.47,0.16,73,99.5,3.02,1.06
TEL-005715,PLAYER017,CTRL-0018,ZCT1W-T7606405,2024-05-16,RIGHT_STICK_MODULE,MEDIUM,0.57,0.51,0.24,87,102.5,3.02,1.06
TEL-005716,PLAYER871,CTRL-0995,ZCT2E-Q4433725,2024-05-15,RIGHT_STICK_MODULE,MEDIUM,0.49,0.32,0.12,82,97.7,3.02,1.06
TEL-005717,PLAYER099,CTRL-0110,ZCT1W-G8016442,2024-05-30,NONE,LOW,0.11,0.04,0.02,76,17.3,3.02,1.06
TEL-005718,PLAYER775,CTRL-0887,ZCT1W-B6561791,2024-04-12,NONE,LOW,0.18,0.04,0.03,87,119.0,3.02,1.06
TEL-005719,PLAYER987,CTRL-1136,ZCT1W-P5280671,2024-04-21,RIGHT_STICK_DRIFT,HIGH,0.64,0.53,0.10,88,10.6,3.02,1.06
TEL-005720,PLAYER720,CTRL-0819,ZCT1W-V2021747,2024-04-28,NONE,LOW,0.11,0.00,0.04,73,28.2,3.02,1.06
TEL-005721,PLAYER035,CTRL-0039,ZCT1W-H6043230,2024-04-28,BATTERY_DEGRADATION,MEDIUM,0.11,0.00,0.10,53,11.9,3.02,1.06
TEL-005722,PLAYER239,CTRL-0268,ZCT1W-D8596473,2024-05-13,RIGHT_STICK_DRIFT,HIGH,0.69,0.53,0.06,96,8.5,3.02,1.06
TEL-005723,PLAYER624,CTRL-0705,ZCT2E-A1143242,2024-06-02,RIGHT_STICK_DRIFT,HIGH,0.90,0.83,0.15,83,52.1,3.02,1.06
TEL-005724,PLAYER227,CTRL-0253,ZCT2E-Q9318172,2024-06-09,DISCONNECT_FIRMWARE,MEDIUM,0.10,0.00,0.57,69,63.1,3.00,1.06
TEL-005725,PLAYER380,CTRL-0428,ZCT1W-N2316088,2024-04-16,RIGHT_STICK_DRIFT,HIGH,0.78,0.73,0.12,93,42.6,3.02,1.06
TEL-005726,PLAYER701,CTRL-0798,ZCT1W-S7704457,2024-04-26,RIGHT_STICK_MODULE,MEDIUM,0.46,0.27,0.14,88,61.3,3.02,1.06
TEL-005727,PLAYER140,CTRL-0157,ZCT1W-G1287807,2024-06-02,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.18,0.54,84,36.5,3.01,1.06
TEL-005728,PLAYER168,CTRL-0188,ZCT2E-T2462431,2024-04-20,NONE,LOW,0.08,0.00,0.07,67,33.9,3.02,1.06
TEL-005729,PLAYER782,CTRL-0895,ZCT2E-U4050662,2024-05-26,RIGHT_STICK_DRIFT,MEDIUM,0.89,0.76,0.13,71,99.0,3.02,1.06
TEL-005730,PLAYER528,CTRL-0598,ZCT1W-M1614253,2024-04-30,DISCONNECT_FIRMWARE,MEDIUM,0.19,0.03,0.83,69,62.8,2.98,1.06
TEL-005731,PLAYER747,CTRL-0853,ZCT2E-K5387228,2024-05-16,NONE,LOW,0.16,0.09,0.09,69,85.9,3.02,1.06
TEL-005732,PLAYER178,CTRL-0200,ZCT2E-P4346568,2024-05-31,NONE,LOW,0.17,0.00,0.05,74,64.1,3.02,1.06
TEL-005733,PLAYER653,CTRL-0738,ZCT1W-J4097522,2024-04-28,RIGHT_STICK_DRIFT,HIGH,0.69,0.52,0.08,93,88.0,3.02,1.06
TEL-005734,PLAYER659,CTRL-0745,ZCT2E-T8379676,2024-06-01,NONE,LOW,0.09,0.01,0.14,80,99.1,3.02,1.06
TEL-005735,PLAYER080,CTRL-0087,ZCT2E-D8064807,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.65,0.57,0.19,76,114.3,3.02,1.06
TEL-005736,PLAYER647,CTRL-0731,ZCT1W-C8044465,2024-06-08,NONE,LOW,0.15,0.05,0.09,78,47.9,3.02,1.06
TEL-005737,PLAYER508,CTRL-0575,ZCT1W-R7611016,2024-05-26,NONE,LOW,0.16,0.05,0.08,79,36.6,3.02,1.06
TEL-005738,PLAYER170,CTRL-0191,ZCT2E-J8416290,2024-05-06,NONE,LOW,0.09,0.00,0.08,83,118.4,3.02,1.06
TEL-005739,PLAYER504,CTRL-0571,ZCT1W-M8695935,2024-04-09,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.04,0.59,78,86.6,2.98,1.06
TEL-005740,PLAYER640,CTRL-0724,ZCT2E-F8033665,2024-05-03,NONE,LOW,0.16,0.07,0.13,96,85.4,3.02,1.06
TEL-005741,PLAYER243,CTRL-0273,ZCT1W-T6254198,2024-04-23,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.61,0.05,81,43.3,3.02,1.06
TEL-005742,PLAYER081,CTRL-0088,ZCT1W-L7708806,2024-04-14,NONE,LOW,0.09,0.00,0.08,95,29.5,3.02,1.06
TEL-005743,PLAYER663,CTRL-0750,ZCT2E-E6832167,2024-04-17,NONE,LOW,0.18,0.12,0.07,83,17.6,3.02,1.06
TEL-005744,PLAYER412,CTRL-0465,ZCT1W-U7311740,2024-06-08,NONE,LOW,0.11,0.00,0.04,88,12.1,3.02,1.06
TEL-005745,PLAYER822,CTRL-0940,ZCT2E-G7985116,2024-05-05,NONE,LOW,0.18,0.04,0.02,80,12.0,3.02,1.06
TEL-005746,PLAYER601,CTRL-0680,ZCT2E-R6093866,2024-04-15,NONE,LOW,0.15,0.00,0.14,73,115.8,3.02,1.06
TEL-005747,PLAYER205,CTRL-0230,ZCT1W-A3573211,2024-05-04,RIGHT_STICK_DRIFT,MEDIUM,0.92,0.85,0.20,87,107.7,3.02,1.06
TEL-005748,PLAYER318,CTRL-0359,ZCT2E-E6437103,2024-04-27,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.12,0.47,83,8.3,3.01,1.06
TEL-005749,PLAYER347,CTRL-0392,ZCT1W-V7674289,2024-04-20,NONE,LOW,0.06,0.00,0.12,76,110.0,3.02,1.06
TEL-005750,PLAYER647,CTRL-0731,ZCT1W-C8044465,2024-05-25,NONE,LOW,0.14,0.05,0.03,84,57.2,3.02,1.06
